woorden,lettergrepen,aantal lettergrepen
kaalhoofdiger,"['kaal', 'hoof', 'di', 'ger']",4
taalprobleem,"['taal', 'pro', 'bleem']",3
geitenpoep,"['gei', 'ten', 'poep']",3
opgespeelde,"['op', 'ge', 'speel', 'de']",4
Gullah,"['Gul', 'lah']",2
abeeltje,"['abeel', 'tje']",2
onbeschrijfelijk,"['on', 'be', 'schrij', 'fe', 'lijk']",5
niet-metaal,"['niet-me', 'taal']",2
pontman,"['pont', 'man']",2
luieren,"['lui', 'e', 'ren']",3
fotolak,"['fo', 'to', 'lak']",3
vanher,"['van', 'her']",2
oorstrelend,"['oor', 'stre', 'lend']",3
steeds,['steeds'],1
rondreizen,"['rond', 'rei', 'zen']",3
ondank,"['on', 'dank']",2
model,"['mo', 'del']",2
chatkanaaltje,"['chat', 'ka', 'naal', 'tje']",4
kabelgracht,"['ka', 'bel', 'gracht']",3
borg,['borg'],1
bezuinigingstipjes,"['be', 'zui', 'ni', 'gings', 'tip', 'jes']",6
Madagaskar,"['Ma', 'da', 'gas', 'kar']",4
loftuiten,"['lof', 'tui', 'ten']",3
meegeven,"['mee', 'ge', 'ven']",3
etudetje,"['etu', 'de', 'tje']",3
melaatsheid,"['me', 'laats', 'heid']",3
negenhonderdvierentachtig,"['ne', 'gen', 'hon', 'derd', 'vier', 'en', 'tach', 'tig']",8
drugsverslavingen,"['drugs', 'ver', 'sla', 'vin', 'gen']",5
escorts,"['es', 'corts']",2
valse kamille,"['val', 'se', 'ka', 'mil', 'le']",5
leugenachtig,"['leu', 'gen', 'ach', 'tig']",4
Nieuw-Zuid-Wales,"['Nieuw-Zuid-Wa', 'les']",2
Aalst,['Aalst'],1
afsla,"['af', 'sla']",2
nagezien,"['na', 'ge', 'zien']",3
verpaupert,"['ver', 'pau', 'pert']",3
kali,"['ka', 'li']",2
warmoes,"['war', 'moes']",2
vakantieconcepten,"['va', 'kan', 'tie', 'con', 'cep', 'ten']",6
ozonvriendelijk,"['ozon', 'vrien', 'de', 'lijk']",4
uitkauwt,"['uit', 'kauwt']",2
stellair,"['stel', 'lair']",2
verkruimelde,"['ver', 'krui', 'mel', 'de']",4
gecementeerd,"['ge', 'ce', 'men', 'teerd']",4
vergetelheid,"['ver', 'ge', 'tel', 'heid']",4
eiwitmanteltje,"['ei', 'wit', 'man', 'tel', 'tje']",5
netelcel,"['ne', 'tel', 'cel']",3
macha,"['ma', 'cha']",2
waarrond,"['waar', 'rond']",2
bischierigere,"['bi', 'schie', 'ri', 'ge', 're']",5
laryngoscoop,"['la', 'ryn', 'go', 'scoop']",4
koopjesperiode,"['koop', 'jes', 'pe', 'ri', 'o', 'de']",6
tinnegieters,"['tin', 'ne', 'gie', 'ters']",4
brandschat,"['brand', 'schat']",2
formelers,"['for', 'me', 'lers']",3
ruimtetoerisme,"['ruim', 'te', 'toe', 'ris', 'me']",5
spoorwijziging,"['spoor', 'wij', 'zi', 'ging']",4
piske,"['pis', 'ke']",2
woestijnreiziger,"['woes', 'tijn', 'rei', 'zi', 'ger']",5
balend,"['ba', 'lend']",2
plug-in,['plug-in'],1
motie,"['mo', 'tie']",2
dooraderder,"['door', 'ader', 'der']",3
kameelharen,"['ka', 'meel', 'ha', 'ren']",4
geboortefeesten,"['ge', 'boor', 'te', 'fees', 'ten']",5
satellietvirus,"['sa', 'tel', 'liet', 'vi', 'rus']",5
Accraas,"['Ac', 'craas']",2
moppen,"['mop', 'pen']",2
grasmaand,"['gras', 'maand']",2
fysioplastisch,"['fy', 'sio', 'plas', 'tisch']",4
stand,['stand'],1
consonant,"['con', 'so', 'nant']",3
jubelen,"['ju', 'be', 'len']",3
werkkrachten,"['werk', 'krach', 'ten']",3
enclave,"['en', 'cla', 've']",3
verenigingslokaal,"['ver', 'eni', 'gings', 'lo', 'kaal']",5
veerooster,"['vee', 'roos', 'ter']",3
molesteren,"['mo', 'les', 'te', 'ren']",4
waterrecreanten,"['wa', 'ter', 're', 'cre', 'an', 'ten']",6
geldigheidsduur,"['gel', 'dig', 'heids', 'duur']",4
knijp toe,"['knijp', 'toe']",2
tweetaktmotor,"['twee', 'takt', 'mo', 'tor']",4
graanzuigertjes,"['graan', 'zui', 'ger', 'tjes']",4
stiptheid,"['stipt', 'heid']",2
alcoholgehalte,"['al', 'co', 'hol', 'ge', 'hal', 'te']",6
quadrupleren,"['qua', 'dru', 'ple', 'ren']",4
bezorgdheid,"['be', 'zorgd', 'heid']",3
koolwitje,"['kool', 'wit', 'je']",3
pump,['pump'],1
zwijmeren,"['zwij', 'me', 'ren']",3
fittertjes,"['fit', 'ter', 'tjes']",3
ocarina,"['oca', 'ri', 'na']",3
naweegt,"['na', 'weegt']",2
recruitments,"['re', 'cruit', 'ments']",3
zelfhaat,"['zelf', 'haat']",2
erheen,"['er', 'heen']",2
sansculotte,"['sans', 'cu', 'lot', 'te']",4
teamspellen,"['team', 'spel', 'len']",3
leegpompen,"['leeg', 'pom', 'pen']",3
moeras,"['moe', 'ras']",2
Logudoresisch Sardisch,"['Lo', 'gu', 'do', 're', 'sisch', 'Sar', 'disch']",7
afvalarmere,"['af', 'val', 'ar', 'me', 're']",5
lievelingskostje,"['lie', 've', 'lings', 'kost', 'je']",5
verzorgde,"['ver', 'zorg', 'de']",3
zeiloppervlak,"['zeil', 'op', 'per', 'vlak']",4
sprintje,"['sprint', 'je']",2
ex-Kamerleden,"['ex-Ka', 'mer', 'le', 'den']",4
skeelers,"['skee', 'lers']",2
operatietafels,"['ope', 'ra', 'tie', 'ta', 'fels']",5
zijspan,"['zij', 'span']",2
blaaskatheter,"['blaas', 'ka', 'the', 'ter']",4
rok,['rok'],1
braam,['braam'],1
totempaal,"['to', 'tem', 'paal']",3
stamelen,"['sta', 'me', 'len']",3
cranialere,"['cra', 'ni', 'a', 'le', 're']",5
pretparken,"['pret', 'par', 'ken']",3
cardiologie,"['car', 'dio', 'lo', 'gie']",4
zwijntjesjager,"['zwijn', 'tjes', 'ja', 'ger']",4
amandeloperatie,"['aman', 'del', 'ope', 'ra', 'tie']",5
domanialere,"['do', 'ma', 'ni', 'a', 'le', 're']",6
speelfilm,"['speel', 'film']",2
sufferd,"['suf', 'ferd']",2
giftig,"['gif', 'tig']",2
equivalentie,"['equi', 'va', 'len', 'tie']",4
stapsgewijs,"['staps', 'ge', 'wijs']",3
preferentie,"['pre', 'fe', 'ren', 'tie']",4
tommy's,"['tom', ""my's""]",2
rokertje,"['ro', 'ker', 'tje']",3
onuitputtelijke,"['on', 'uit', 'put', 'te', 'lij', 'ke']",6
kokosvlees,"['ko', 'kos', 'vlees']",3
aanbrengsten,"['aan', 'breng', 'sten']",3
ruimtevaartorganisatie,"['ruim', 'te', 'vaart', 'or', 'ga', 'ni', 'sa', 'tie']",8
opmaken,"['op', 'ma', 'ken']",3
convers,"['con', 'vers']",2
spontaneïteit,"['spon', 'ta', 'neï', 'teit']",4
routine,"['rou', 'ti', 'ne']",3
broodjeaapverhaal,"['brood', 'je', 'aap', 'ver', 'haal']",5
à la,"['à', 'la']",2
glijspiegelvlak,"['glij', 'spie', 'gel', 'vlak']",4
Ndonga,"['Ndon', 'ga']",2
mijnwerkers,"['mijn', 'wer', 'kers']",3
tijgertjes,"['tij', 'ger', 'tjes']",3
dakgootjes,"['dak', 'goot', 'jes']",3
opsporingsregister,"['op', 'spo', 'rings', 're', 'gis', 'ter']",6
zoomde af,"['zoom', 'de', 'af']",3
taartpunten,"['taart', 'pun', 'ten']",3
zatlapperijtje,"['zat', 'lap', 'pe', 'rij', 'tje']",5
manche,"['man', 'che']",2
cameraman,"['ca', 'me', 'ra', 'man']",4
oudheid,"['oud', 'heid']",2
sta,['sta'],1
torderen,"['tor', 'de', 'ren']",3
alpino's,"['al', 'pi', ""no's""]",3
hoerenloon,"['hoe', 'ren', 'loon']",3
fiducie,"['fi', 'du', 'cie']",3
kinderoogje,"['kin', 'der', 'oog', 'je']",4
misvorming,"['mis', 'vor', 'ming']",3
werven,"['wer', 'ven']",2
populatiebiologie,"['po', 'pu', 'la', 'tie', 'bio', 'lo', 'gie']",7
onland,"['on', 'land']",2
patissier,"['pa', 'tis', 'sier']",3
pluis na,"['pluis', 'na']",2
producenten,"['pro', 'du', 'cen', 'ten']",4
sleutelwoord,"['sleu', 'tel', 'woord']",3
flaneert,"['fla', 'neert']",2
bottelaars,"['bot', 'te', 'laars']",3
elektriciteitsproductiemaatschappij,"['elek', 'tri', 'ci', 'teits', 'pro', 'duc', 'tie', 'maat', 'schap', 'pij']",10
waterstaatskerken,"['wa', 'ter', 'staats', 'ker', 'ken']",5
esthetiek,"['es', 'the', 'tiek']",3
wijfjesaap,"['wijf', 'jes', 'aap']",3
lijkgewaad,"['lijk', 'ge', 'waad']",3
verkleinvorm,"['ver', 'klein', 'vorm']",3
curvaturen,"['cur', 'va', 'tu', 'ren']",4
sociaal-economischere,"['so', 'ci', 'aal-eco', 'no', 'mi', 'sche', 're']",7
talreep,"['tal', 'reep']",2
ratel,"['ra', 'tel']",2
geneanomie,"['ge', 'ne', 'ano', 'mie']",4
vijzelstamper,"['vij', 'zel', 'stam', 'per']",4
cheerio,"['chee', 'rio']",2
ondertekenden mee,"['on', 'der', 'te', 'ken', 'den', 'mee']",6
zeefdoek,"['zeef', 'doek']",2
bezeilen,"['be', 'zei', 'len']",3
nepzonnebrilletje,"['nep', 'zon', 'ne', 'bril', 'le', 'tje']",6
halfdoor,"['half', 'door']",2
zoetgevooisd,"['zoet', 'ge', 'vooisd']",3
rustgevendst,"['rust', 'ge', 'vendst']",3
stukmakend,"['stuk', 'ma', 'kend']",3
inquisitie,"['in', 'qui', 'si', 'tie']",4
kronkelwegjes,"['kron', 'kel', 'weg', 'jes']",4
ronduit,"['rond', 'uit']",2
alweer,"['al', 'weer']",2
geprononceerd,"['ge', 'pro', 'non', 'ceerd']",4
voetbalidolen,"['voet', 'bal', 'i', 'do', 'len']",5
verminderde terts,"['ver', 'min', 'der', 'de', 'terts']",5
standhouden,"['stand', 'hou', 'den']",3
Koerd,['Koerd'],1
pluviometer,"['plu', 'vio', 'me', 'ter']",4
lijdzaam,"['lijd', 'zaam']",2
losbladigste,"['los', 'bla', 'dig', 'ste']",4
terugkomen,"['te', 'rug', 'ko', 'men']",4
waait af,"['waait', 'af']",2
abdijtjes,"['ab', 'dij', 'tjes']",3
verdeelstekker,"['ver', 'deel', 'stek', 'ker']",4
dampkap,"['damp', 'kap']",2
bloemenkwekertje,"['bloe', 'men', 'kwe', 'ker', 'tje']",5
dependancejes,"['de', 'pen', 'dan', 'ce', 'jes']",5
appelazijn,"['ap', 'pel', 'azijn']",3
epibreren,"['epi', 'bre', 'ren']",3
mik,['mik'],1
erop losgaan,"['er', 'op', 'losgaan']",3
stoot,['stoot'],1
fysiek,"['fy', 'siek']",2
zwijnachtig,"['zwijn', 'ach', 'tig']",3
elektrische locomotief,"['elek', 'tri', 'sche', 'lo', 'co', 'mo', 'tief']",7
lampongaap,"['lam', 'pong', 'aap']",3
eponiem,"['epo', 'niem']",2
rapten,"['rap', 'ten']",2
gezichtsmasker,"['ge', 'zichts', 'mas', 'ker']",4
Huli,"['Hu', 'li']",2
steekasjes,"['steek', 'as', 'jes']",3
natuurbehoud,"['na', 'tuur', 'be', 'houd']",4
chordofoon,"['chor', 'do', 'foon']",3
lancetvis,"['lan', 'cet', 'vis']",3
nopen,"['no', 'pen']",2
kennistheorie,"['ken', 'nis', 'the', 'o', 'rie']",5
flashmobje,"['flash', 'mob', 'je']",3
transcendent,"['trans', 'cen', 'dent']",3
capabel,"['ca', 'pa', 'bel']",3
manoeuvreerbare,"['ma', 'noeu', 'vreer', 'ba', 're']",5
uwer,['uwer'],1
gehecht,"['ge', 'hecht']",2
boomananas,"['boom', 'ana', 'nas']",3
biljardste,"['bil', 'jard', 'ste']",3
gaaitjes,"['gaai', 'tjes']",2
heenvlieden,"['heen', 'vlie', 'den']",3
aambeeldjes,"['aam', 'beeld', 'jes']",3
geslachtslijst,"['ge', 'slachts', 'lijst']",3
toedichtten,"['toe', 'dicht', 'ten']",3
glasteelt,"['glas', 'teelt']",2
paleontologie,"['pa', 'le', 'on', 'to', 'lo', 'gie']",6
schaats,['schaats'],1
matriarchalere,"['ma', 'tri', 'ar', 'cha', 'le', 're']",6
figurantes,"['fi', 'gu', 'ran', 'tes']",4
Jodenster,"['Jo', 'den', 'ster']",3
mierenzuur,"['mie', 'ren', 'zuur']",3
fokkeschoot,"['fok', 'ke', 'schoot']",3
moskee,"['mos', 'kee']",2
housesitter,"['hou', 'se', 'sit', 'ter']",4
computerspellen,"['com', 'pu', 'ter', 'spel', 'len']",5
isobaar,"['iso', 'baar']",2
stroefs,['stroefs'],1
karabijnhaak,"['ka', 'ra', 'bijn', 'haak']",4
20 eurobiljet,"['20', 'eu', 'ro', 'bil', 'jet']",5
energieneutraal,"['ener', 'gie', 'neu', 'traal']",4
Olympisch,"['Olym', 'pisch']",2
ingerichter,"['in', 'ge', 'rich', 'ter']",4
geproclameerd,"['ge', 'pro', 'cla', 'meerd']",4
kerstboomslingers,"['kerst', 'boom', 'slin', 'gers']",4
boren,"['bo', 'ren']",2
overdonderende,"['over', 'don', 'de', 'ren', 'de']",5
reuzenpaardenstaart,"['reu', 'zen', 'paar', 'den', 'staart']",5
bedlinnen,"['bed', 'lin', 'nen']",3
neer,['neer'],1
warmvoelendere,"['warm', 'voe', 'len', 'de', 're']",5
halfrond,"['half', 'rond']",2
toebedeelde,"['toe', 'be', 'deel', 'de']",4
vredesdemonstratie,"['vre', 'des', 'de', 'mon', 'stra', 'tie']",6
assistentes,"['as', 'sis', 'ten', 'tes']",4
oote,['oote'],1
arseen,"['ar', 'seen']",2
gevloten,"['ge', 'vlo', 'ten']",3
gegoedste,"['ge', 'goed', 'ste']",3
laarsjes,"['laars', 'jes']",2
perron,"['per', 'ron']",2
jutmissen,"['jut', 'mis', 'sen']",3
regenboogforel,"['re', 'gen', 'boog', 'fo', 'rel']",5
bakkerskraampjes,"['bak', 'kers', 'kraam', 'pjes']",4
atv-dag,['atv-dag'],1
weidelijkers,"['wei', 'de', 'lij', 'kers']",4
backstagepasjes,"['back', 'stage', 'pas', 'jes']",4
springpaard,"['spring', 'paard']",2
hé,['hé'],1
woonbuurt,"['woon', 'buurt']",2
bierfeest,"['bier', 'feest']",2
mannetjesfazanten,"['man', 'ne', 'tjes', 'fa', 'zan', 'ten']",6
cabaretier,"['ca', 'ba', 're', 'tier']",4
schijnwerpers,"['schijn', 'wer', 'pers']",3
plantenkasje,"['plan', 'ten', 'kas', 'je']",4
darmontsteking,"['darm', 'ont', 'ste', 'king']",4
charisma,"['cha', 'ris', 'ma']",3
opschreven,"['op', 'schre', 'ven']",3
doorsneed,"['door', 'sneed']",2
eroto-,"['ero', 'to-']",2
Mantsjoe,"['Man', 'tsjoe']",2
wiebelkonten,"['wie', 'bel', 'kon', 'ten']",4
sluipwegje,"['sluip', 'weg', 'je']",3
terugfluiten,"['te', 'rug', 'flui', 'ten']",4
lijfspreuk,"['lijf', 'spreuk']",2
veldweggetje,"['veld', 'weg', 'ge', 'tje']",4
vertellingen,"['ver', 'tel', 'lin', 'gen']",4
lambel,"['lam', 'bel']",2
buitelend,"['bui', 'te', 'lend']",3
windstroompjes,"['wind', 'stroom', 'pjes']",3
pipetteert,"['pi', 'pet', 'teert']",3
vagevuur,"['va', 'ge', 'vuur']",3
boodschappenlijst,"['bood', 'schap', 'pen', 'lijst']",4
coherent,"['co', 'he', 'rent']",3
klopjacht,"['klop', 'jacht']",2
schreef op,"['schreef', 'op']",2
foetelen,"['foe', 'te', 'len']",3
mieste,"['mies', 'te']",2
troebleerden,"['troe', 'bleer', 'den']",3
allerbelabberdst,"['al', 'ler', 'be', 'lab', 'berdst']",5
alwetends,"['al', 'we', 'tends']",3
verdwaasders,"['ver', 'dwaas', 'ders']",3
bewustste,"['be', 'wust', 'ste']",3
priemen,"['prie', 'men']",2
vergassend,"['ver', 'gas', 'send']",3
Beringstraat,"['Be', 'ring', 'straat']",3
o.w.v.,['o.w.v.'],1
fulp,['fulp'],1
Glosa,"['Glo', 'sa']",2
opfleuren,"['op', 'fleu', 'ren']",3
vervoegd,"['ver', 'voegd']",2
bottertje,"['bot', 'ter', 'tje']",3
eenzaamheid,"['een', 'zaam', 'heid']",3
fietsrotondetjes,"['fiets', 'ro', 'ton', 'de', 'tjes']",5
gerieflijker,"['ge', 'rief', 'lij', 'ker']",4
spoorwegmaatschappij,"['spoor', 'weg', 'maat', 'schap', 'pij']",5
verspreking,"['ver', 'spre', 'king']",3
portemonnee,"['por', 'te', 'mon', 'nee']",4
zoenvis,"['zoen', 'vis']",2
sleepboot,"['sleep', 'boot']",2
sikkerdere,"['sik', 'ker', 'de', 're']",4
anticonceptiemiddel,"['an', 'ti', 'con', 'cep', 'tie', 'mid', 'del']",7
jaargang,"['jaar', 'gang']",2
oneigenst,"['on', 'ei', 'genst']",3
Gotland,"['Got', 'land']",2
perverteren,"['per', 'ver', 'te', 'ren']",4
tsunamiwaarschuwing,"['tsu', 'na', 'mi', 'waar', 'schu', 'wing']",6
nadar,"['na', 'dar']",2
veulen,"['veu', 'len']",2
herculeskevers,"['her', 'cu', 'les', 'ke', 'vers']",5
randen,"['ran', 'den']",2
slakkenraceje,"['slak', 'ken', 'race', 'je']",4
onderkoninkje,"['on', 'der', 'ko', 'nin', 'kje']",5
schetsen,"['schet', 'sen']",2
echtelieden,"['ech', 'te', 'lie', 'den']",4
kapperkool,"['kap', 'per', 'kool']",3
sterven,"['ster', 'ven']",2
veramerikaansen,"['ver', 'ame', 'ri', 'kaan', 'sen']",5
gezag,"['ge', 'zag']",2
weerwoord,"['weer', 'woord']",2
grenzenloos,"['gren', 'zen', 'loos']",3
eerdat,"['eer', 'dat']",2
Wanukaka,"['Wa', 'nu', 'ka', 'ka']",4
wethouder,"['wet', 'hou', 'der']",3
Balineser,"['Ba', 'li', 'ne', 'ser']",4
wijting,"['wij', 'ting']",2
slavistiek,"['sla', 'vis', 'tiek']",3
hielspoor,"['hiel', 'spoor']",2
duiveltje-in-een-doosje,"['dui', 'vel', 'tje-in-een-doos', 'je']",4
mallet,"['mal', 'let']",2
vendetta,"['ven', 'det', 'ta']",3
belangengemeenschappen,"['be', 'lan', 'gen', 'ge', 'meen', 'schap', 'pen']",7
algemener,"['al', 'ge', 'me', 'ner']",4
onereus,"['one', 'reus']",2
notendoppen,"['no', 'ten', 'dop', 'pen']",4
garnalenzemelen,"['gar', 'na', 'len', 'ze', 'me', 'len']",6
bijverdiensten,"['bij', 'ver', 'dien', 'sten']",4
Bulgarije,"['Bul', 'ga', 'rije']",3
verjongen,"['ver', 'jon', 'gen']",3
stroppendrager,"['strop', 'pen', 'dra', 'ger']",4
corner,"['cor', 'ner']",2
oh,['oh'],1
stikstofgebrek,"['stik', 'stof', 'ge', 'brek']",4
huiselijker,"['hui', 'se', 'lij', 'ker']",4
toeslagenfraude,"['toe', 'sla', 'gen', 'frau', 'de']",5
wals,['wals'],1
kweker,"['kwe', 'ker']",2
Ligurische Zee,"['Li', 'gu', 'ri', 'sche', 'Zee']",5
autist,"['au', 'tist']",2
categorienaamruimte,"['ca', 'te', 'go', 'rie', 'naam', 'ruim', 'te']",7
ondragelijkste,"['on', 'dra', 'ge', 'lijk', 'ste']",5
blondere,"['blon', 'de', 're']",3
-ant,['-ant'],1
steriliserende,"['ste', 'ri', 'li', 'se', 'ren', 'de']",6
schoolkennis,"['school', 'ken', 'nis']",3
tenietgegaan,"['te', 'niet', 'ge', 'gaan']",4
mailtjes,"['mail', 'tjes']",2
tweepartijensysteem,"['twee', 'par', 'tij', 'en', 'sys', 'teem']",6
beaatst,"['be', 'aatst']",2
letternaam,"['let', 'ter', 'naam']",3
preparatie,"['pre', 'pa', 'ra', 'tie']",4
zevenenveertigjarigs,"['ze', 'ven', 'en', 'veer', 'tig', 'ja', 'rigs']",7
pan-Arabischer,"['pan-Ara', 'bi', 'scher']",3
traverso,"['tra', 'ver', 'so']",3
tengevolge,"['ten', 'ge', 'vol', 'ge']",4
doortastend,"['door', 'tas', 'tend']",3
alfaversie,"['al', 'fa', 'ver', 'sie']",4
zwartvisser,"['zwart', 'vis', 'ser']",3
onduidelijkheidje,"['on', 'dui', 'de', 'lijk', 'heid', 'je']",6
schuldcultuur,"['schuld', 'cul', 'tuur']",3
verwrijf,"['ver', 'wrijf']",2
onhebbelijke,"['on', 'heb', 'be', 'lij', 'ke']",5
sadiste,"['sa', 'dis', 'te']",3
weerpijnen,"['weer', 'pij', 'nen']",3
fecaal,"['fe', 'caal']",2
corona-uitbraken,"['co', 'ro', 'na-uit', 'bra', 'ken']",5
emmertje,"['em', 'mer', 'tje']",3
vakantievrienden,"['va', 'kan', 'tie', 'vrien', 'den']",5
werkplaats,"['werk', 'plaats']",2
trouvailles,"['trou', 'vail', 'les']",3
tegenwerpen,"['te', 'gen', 'wer', 'pen']",4
smoor,['smoor'],1
leedvermaak,"['leed', 'ver', 'maak']",3
Utah,['Utah'],1
boodschapster,"['bood', 'schap', 'ster']",3
kapper,"['kap', 'per']",2
verslaafd,"['ver', 'slaafd']",2
Oudhoogduits,"['Oud', 'hoog', 'duits']",3
vogelei,"['vo', 'gel', 'ei']",3
sjabloon,"['sja', 'bloon']",2
pushen,"['pu', 'shen']",2
sierlijk,"['sier', 'lijk']",2
passelijk,"['pas', 'se', 'lijk']",3
kwastige,"['kwas', 'ti', 'ge']",3
hooghartig,"['hoog', 'har', 'tig']",3
Hawaii,"['Ha', 'waii']",2
versteviger,"['ver', 'ste', 'vi', 'ger']",4
vlamismen,"['vla', 'mis', 'men']",3
smalspoor,"['smal', 'spoor']",2
lebmaag,"['leb', 'maag']",2
gemeentewapen,"['ge', 'meen', 'te', 'wa', 'pen']",5
fat,['fat'],1
zandbak,"['zand', 'bak']",2
hondshaai,"['honds', 'haai']",2
waterplaats,"['wa', 'ter', 'plaats']",3
thermomagnetisme,"['ther', 'mo', 'mag', 'ne', 'tis', 'me']",6
surveilleren,"['sur', 'veil', 'le', 'ren']",4
epitome,"['epi', 'to', 'me']",3
MSN,['MSN'],1
zenuwachtig,"['ze', 'nuw', 'ach', 'tig']",4
papavertje,"['pa', 'pa', 'ver', 'tje']",4
javamens,"['ja', 'va', 'mens']",3
grijpen,"['grij', 'pen']",2
politoeren,"['po', 'li', 'toe', 'ren']",4
Woot,['Woot'],1
atomische,"['ato', 'mi', 'sche']",3
Sinterklaas,"['Sin', 'ter', 'klaas']",3
wooncorporaties,"['woon', 'cor', 'po', 'ra', 'ties']",5
noorderling,"['noor', 'der', 'ling']",3
overheidsconsumptie,"['over', 'heids', 'con', 'sump', 'tie']",5
kneu,['kneu'],1
dichtersnarcissen,"['dich', 'ters', 'nar', 'cis', 'sen']",5
nabestaandenwet,"['na', 'be', 'staan', 'den', 'wet']",5
geteisem,"['ge', 'tei', 'sem']",3
vijlde,"['vijl', 'de']",2
marktkramers,"['markt', 'kra', 'mers']",3
galabal,"['ga', 'la', 'bal']",3
centrering,"['cen', 'tre', 'ring']",3
zandgeel,"['zand', 'geel']",2
tongstrelende,"['tong', 'stre', 'len', 'de']",4
Manado-Maleis,"['Ma', 'na', 'do-Ma', 'leis']",4
penner,"['pen', 'ner']",2
puimstenen,"['puim', 'ste', 'nen']",3
vordert terug,"['vor', 'dert', 'te', 'rug']",4
behulp,"['be', 'hulp']",2
cyberseks,"['cy', 'ber', 'seks']",3
subducties,"['sub', 'duc', 'ties']",3
mikpuntje,"['mik', 'punt', 'je']",3
tabaksplantertjes,"['ta', 'baks', 'plan', 'ter', 'tjes']",5
auto-immuunziekte,"['au', 'to-im', 'muun', 'ziek', 'te']",5
boogie,"['boo', 'gie']",2
keinijgs,"['kei', 'nijgs']",2
sjalot,"['sja', 'lot']",2
monarchjes,"['mo', 'narch', 'jes']",3
cultuurwethouders,"['cul', 'tuur', 'wet', 'hou', 'ders']",5
binnenbrengen,"['bin', 'nen', 'bren', 'gen']",4
aardpek,"['aard', 'pek']",2
